customerID,Sum of tenure,PaymentMethod,Sum of MonthlyCharges
9142-KZXOP,44,Credit card (automatic),68.85
9142-XMYJH,29,Credit card (automatic),19.35
9143-CANJF,24,Electronic check,55.15
9146-JRIOX,14,Mailed check,25.55
9150-HEPMB,56,Mailed check,52.7
9150-KPBJQ,6,Credit card (automatic),19.65
9152-AMKAK,6,Mailed check,80.25
9153-BTBVV,71,Bank transfer (automatic),25
9154-QDGTH,43,Credit card (automatic),104.3
9158-VCTQB,41,Bank transfer (automatic),113.6
9163-GHAYE,15,Electronic check,48.85
9167-APMXZ,22,Bank transfer (automatic),84.15
9168-INPSZ,44,Electronic check,104.15
9169-BSVIN,12,Bank transfer (automatic),74.75
9170-ARBTB,52,Credit card (automatic),19.6
9170-CCKOU,17,Credit card (automatic),90.2
9170-GYZJC,41,Credit card (automatic),79.9
9172-ANCRX,10,Electronic check,98.7
9172-JITSM,26,Electronic check,90.8
9173-IVZVP,53,Mailed check,20.9
9174-FKWZE,1,Electronic check,19.45
9174-IHETN,50,Credit card (automatic),70.35
9178-JHUVJ,24,Bank transfer (automatic),24.1
9184-GALIL,38,Mailed check,20.45
9185-TQCVP,14,Electronic check,85.15
9189-JWSHV,24,Electronic check,93.55
9190-MFJLN,19,Credit card (automatic),95.9
9191-MYQKX,7,Bank transfer (automatic),75.15
9194-GFVOI,42,Credit card (automatic),84.35
9199-PWQVC,63,Credit card (automatic),79.7
9200-NLNPD,56,Bank transfer (automatic),54.05
9206-GVPEQ,13,Electronic check,54.45
9207-ZPANB,37,Electronic check,67.45
9208-OLGAQ,18,Electronic check,84.95
9209-NWPGU,44,Electronic check,65.4
9210-IAHGH,7,Credit card (automatic),70.75
9214-EKVXR,1,Mailed check,44
9220-CXRSC,69,Credit card (automatic),61.4
9220-ZNKJI,55,Credit card (automatic),88.8
9221-OTIVJ,14,Electronic check,104.85
9223-UCPVT,1,Electronic check,94.4
9224-VTYID,47,Mailed check,90.5
9225-BZLNZ,72,Electronic check,85.25
9227-LUNBG,1,Electronic check,24.6
9227-UAQFT,16,Mailed check,19.75
9227-YBAXE,65,Bank transfer (automatic),82.5
9229-RQABD,18,Mailed check,23.75
9231-ZJYAM,4,Electronic check,78.85
9233-PSYHO,45,Bank transfer (automatic),100.15
9236-NDUCW,21,Mailed check,35.1
9237-HQITU,2,Electronic check,70.7
9239-GZHZE,72,Credit card (automatic),113.65
9239-ZBZZV,6,Electronic check,47.95
9242-TKFSV,72,Credit card (automatic),65.1
9244-ZVAPM,1,Mailed check,45.6
9248-OJYKK,1,Electronic check,76.45
9249-FXSCK,52,Credit card (automatic),111.25
9250-WYPLL,5,Electronic check,75.55
9251-AWQGT,48,Mailed check,20
9251-WNSOD,67,Mailed check,75.1
9253-QXKBE,29,Electronic check,94.45
9253-VIFJQ,65,Credit card (automatic),67.05
9254-RBFON,17,Bank transfer (automatic),98.6
9256-JTBNZ,11,Bank transfer (automatic),20.3
9257-AZMTZ,52,Bank transfer (automatic),20.1
9258-CNWAC,71,Credit card (automatic),113.65
9259-PACGQ,34,Electronic check,62.65
9261-WDCAF,3,Mailed check,54.65
9269-CQOOL,3,Credit card (automatic),54.7
9272-LSVYH,10,Mailed check,70.15
9274-CNFMO,4,Electronic check,74.95
9274-UARKJ,15,Bank transfer (automatic),83.2
9277-JOOMO,3,Mailed check,24.6
9278-VZKCD,52,Electronic check,109.1
9279-CJEOJ,21,Bank transfer (automatic),95.4
9281-CEDRU,68,Bank transfer (automatic),64.1
9281-OFDMF,39,Electronic check,90.7
9281-PKKZE,46,Electronic check,43.95
9282-IZGQK,1,Electronic check,85
9283-LZQOH,13,Credit card (automatic),74.4
9286-BHDQG,72,Credit card (automatic),45.25
9286-DOJGF,38,Bank transfer (automatic),74.95
9289-LBQVU,64,Mailed check,70.15
9290-SHCMB,13,Electronic check,96.85
9294-TDIPC,5,Mailed check,20.2
9297-EONCV,72,Bank transfer (automatic),91.35
9297-FVVDH,57,Electronic check,84.5
9298-WGMRW,72,Bank transfer (automatic),115.5
9300-AGZNL,1,Electronic check,94
9300-RENDD,1,Electronic check,79.95
9305-CDSKC,8,Electronic check,99.65
9306-CPCBC,3,Electronic check,74.25
9308-ANMVE,47,Electronic check,55.3
9309-BZGNT,69,Credit card (automatic),29.8
9313-CDOGY,38,Electronic check,19.6
9313-QOLTZ,26,Mailed check,20.9
9314-IJWSQ,14,Electronic check,84.8
9314-QDMDW,11,Electronic check,61.25
9317-WZPGV,2,Bank transfer (automatic),79.75
9318-NKNFC,1,Mailed check,18.85
9323-HGFWY,27,Credit card (automatic),101.9
9327-QSDED,8,Mailed check,43.55
9330-DHBFL,23,Mailed check,66.25
9330-IJWIO,13,Electronic check,100.35
9330-VOFSZ,60,Credit card (automatic),110.8
9332-GYWLO,6,Electronic check,54.85
9334-GWGOW,7,Electronic check,74.85
9337-SRRNI,66,Credit card (automatic),25.3
9339-FIIJL,72,Bank transfer (automatic),85.95
9342-VNIMQ,33,Bank transfer (automatic),54.65
9347-AERRL,23,Credit card (automatic),19.3
9348-ROUAI,59,Credit card (automatic),90.3
9348-YVOMK,4,Credit card (automatic),44.8
9350-VLHMB,67,Bank transfer (automatic),89.55
9350-ZXYJC,4,Credit card (automatic),25.3
9351-HXDMR,72,Credit card (automatic),110.9
9351-LZYGF,42,Credit card (automatic),66.4
9355-NPPFS,26,Electronic check,78.8
9356-AXGMP,38,Electronic check,110.7
9357-UJRUN,24,Electronic check,58.35
9359-JANWS,65,Credit card (automatic),58.9
9359-UGBTK,67,Bank transfer (automatic),72.35
9360-AHGNL,43,Mailed check,109.55
9360-OMDZZ,24,Electronic check,94.1
9361-YNQWJ,64,Bank transfer (automatic),24.4
9362-MWODR,40,Credit card (automatic),64.1
9364-YKUVW,15,Mailed check,19.8
9365-CSLBQ,71,Mailed check,24.35
9365-SRSZE,27,Electronic check,70.55
9367-OIUXP,4,Mailed check,20.7
9367-TCUYN,12,Mailed check,20.1
9367-WXLCH,8,Bank transfer (automatic),84.5
9369-XFEHK,33,Bank transfer (automatic),80.6
9371-BITHB,52,Mailed check,19.85
9372-TXXPS,60,Bank transfer (automatic),59.85
9373-WSLOY,33,Electronic check,50
9374-YOLBJ,1,Electronic check,19.25
9375-MHRRS,6,Mailed check,50.05
9378-FXTIZ,54,Credit card (automatic),70.15
9381-NDKME,24,Credit card (automatic),40.65
9385-EHGDO,35,Mailed check,19.85
9385-NXKDA,72,Credit card (automatic),82.65
9386-LDCZR,43,Credit card (automatic),90.65
9388-ZEYVT,43,Electronic check,44.15
9389-ACWBI,5,Credit card (automatic),69.95
9391-DXGGG,44,Credit card (automatic),89.15
9391-EOYLI,12,Electronic check,80.45
9391-LMANN,53,Electronic check,95.95
9391-TTOYH,23,Mailed check,19.5
9391-YZEJW,62,Bank transfer (automatic),94
9392-XBGTD,27,Mailed check,20.6
9396-ZSFLL,15,Mailed check,48.85
9397-TZSHA,69,Credit card (automatic),24.6
9398-MMQTO,3,Credit card (automatic),74.45
9399-APLBT,1,Electronic check,74.7
9402-CXWPL,70,Electronic check,98.9
9402-ORRAH,15,Electronic check,91.5
9402-ROUMJ,67,Bank transfer (automatic),100.25
9405-GPBBG,64,Credit card (automatic),110.5
9408-HRXRK,45,Electronic check,105.15
9408-SSNVZ,4,Electronic check,70.15
9411-TPQQV,40,Bank transfer (automatic),54.55
9412-ARGBX,48,Mailed check,95.5
9412-GHEEC,40,Bank transfer (automatic),104.8
9415-DPEWS,18,Electronic check,88.35
9415-TPKRV,8,Electronic check,55.75
9415-ZNBSX,70,Bank transfer (automatic),89
9418-RUKPH,38,Mailed check,19.95
9419-IPPBE,51,Electronic check,90.15
9420-LOJKX,15,Credit card (automatic),99.1
9424-CMPOG,9,Mailed check,19.6
9426-SXNHE,2,Bank transfer (automatic),18.75
9430-FRQOC,4,Mailed check,87.1
9430-NKQLY,72,Credit card (automatic),25.1
9432-RUVSL,48,Credit card (automatic),102.5
9432-VOFYX,17,Electronic check,70.8
9435-JMLSX,71,Bank transfer (automatic),86.1
9436-ZBZCT,14,Electronic check,89.95
9441-QHEVC,1,Mailed check,19.1
9442-JTWDL,11,Credit card (automatic),20.05
9443-JUBUO,72,Credit card (automatic),65.25
9444-JTXHZ,1,Electronic check,76.2
9445-SZLCH,36,Bank transfer (automatic),97.35
9445-ZUEQE,27,Credit card (automatic),85.2
9447-YPTBX,50,Bank transfer (automatic),19.85
9448-REEVD,1,Credit card (automatic),44.7
9450-TRJUU,35,Electronic check,83.15
9451-LPGOO,7,Electronic check,86.8
9451-WLYRI,53,Credit card (automatic),19.05
9453-PATOS,72,Mailed check,85.1
9462-MJUAW,4,Mailed check,50.4
9465-RWMXL,32,Electronic check,78.9
9467-ROOLM,25,Mailed check,19.05
9469-WEJBT,37,Electronic check,90.35
9470-RTWDV,26,Credit card (automatic),82
9470-XCCEM,35,Bank transfer (automatic),89.65
9470-YFUYI,71,Bank transfer (automatic),71
9473-CBZOP,28,Mailed check,59
9474-PHLYD,15,Electronic check,59.45
9475-NNDGC,71,Bank transfer (automatic),113.15
9477-LGWQI,70,Credit card (automatic),80.15
9479-HYNYL,71,Credit card (automatic),80.7
9480-BQJEI,62,Bank transfer (automatic),92.3
9481-IEBZY,72,Credit card (automatic),112.9
9481-SFCQY,14,Credit card (automatic),59.8
9481-WHGWY,70,Credit card (automatic),75.35
9483-GCPWE,9,Mailed check,20.1
9488-FVZCC,72,Bank transfer (automatic),79.5
9488-FYQAU,63,Bank transfer (automatic),109.25
9488-HGMJH,1,Electronic check,71.15
9489-DEDVP,70,Credit card (automatic),69.2
9489-JMTTN,72,Credit card (automatic),89.75
9489-UTFKA,8,Bank transfer (automatic),60.9
9490-DFPMD,42,Electronic check,84.65
9492-TOKRI,18,Credit card (automatic),90
9494-BDNNC,66,Electronic check,95.3
9494-MRNYX,10,Electronic check,75.05
9495-REDIY,25,Credit card (automatic),40.65
9495-SKLKD,45,Bank transfer (automatic),95.95
9496-IVVRP,11,Bank transfer (automatic),51
9497-QCMMS,1,Electronic check,93.55
9498-FIMXL,8,Mailed check,19.2
9499-XPZXM,72,Bank transfer (automatic),64.75
9500-IWPXQ,61,Electronic check,79.4
9500-LTVBP,35,Credit card (automatic),80.05
9500-WBGRP,69,Mailed check,19.1
9501-UKKNL,59,Electronic check,51.7
9503-XJUME,52,Credit card (automatic),19.65
9504-DSHWM,20,Bank transfer (automatic),59.2
9504-YAZWB,53,Mailed check,20.25
9505-SQFSW,3,Mailed check,40.3
9506-UXUSK,13,Electronic check,70.15
9507-EXLTT,1,Bank transfer (automatic),79.35
9507-HSMMZ,54,Mailed check,20
9508-ILZDG,34,Electronic check,96.35
9509-MPYOD,35,Mailed check,20.75
9512-PHSMG,10,Mailed check,20.55
9512-UIBFX,18,Mailed check,95.15
9513-DXHDA,27,Electronic check,81.7
9514-JDSKI,1,Electronic check,40.2
9518-IMLHK,31,Bank transfer (automatic),72.45
9518-RWHZL,64,Credit card (automatic),100.05
9518-XXBXE,10,Electronic check,75.3
9522-BNTHX,34,Electronic check,56.25
9522-ZSINC,13,Electronic check,19.95
9524-EGPJC,18,Electronic check,90.1
9526-BIHHD,1,Mailed check,29.7
9526-JAWYF,26,Electronic check,89.8
9529-OFXHY,15,Bank transfer (automatic),87.75
9530-EHPOH,11,Electronic check,53.75
9530-GRMJG,70,Electronic check,84.1
9531-NSBMR,36,Bank transfer (automatic),19.25
9534-NSXEM,26,Credit card (automatic),20.65
9537-JALFH,69,Bank transfer (automatic),19.9
9537-VHDTA,1,Mailed check,51.2
9540-JYROE,8,Mailed check,70.1
9541-PWTWO,52,Bank transfer (automatic),80.95
9541-ZPSEA,68,Credit card (automatic),80.35
9544-PYPSJ,62,Credit card (automatic),96.1
9546-CQJSU,2,Electronic check,91.4
9546-KDTRB,19,Bank transfer (automatic),24.7
9547-ITEFG,9,Credit card (automatic),102.6
9548-LERKT,24,Mailed check,19.75
9548-LIGTA,61,Mailed check,81.05
9548-ZMVTX,72,Bank transfer (automatic),90.45
9552-TGUZV,8,Mailed check,75
9553-DLCLU,13,Credit card (automatic),88.95
9554-DFKIC,30,Bank transfer (automatic),54.45
9555-SAHUZ,38,Electronic check,54.5
9558-IHEZX,71,Credit card (automatic),106.75
9560-ARGQJ,16,Electronic check,81
9560-BBZXK,36,Bank transfer (automatic),31.05
9564-KCLHR,1,Mailed check,51.25
9565-AXSMR,52,Mailed check,19.2
9565-DJPIB,4,Mailed check,89.6
9565-FLVCG,65,Mailed check,69.55
9565-JSNFM,38,Bank transfer (automatic),70.45
9570-KYEUA,64,Credit card (automatic),99.25
9571-EDEBV,71,Credit card (automatic),98.65
9572-MTILT,59,Electronic check,106.75
9572-WUKSB,3,Electronic check,29.9
9574-BOSMD,68,Bank transfer (automatic),25.4
9574-RKJIF,30,Electronic check,94.4
9575-IWCAZ,6,Mailed check,25.1
9576-ANLXO,3,Bank transfer (automatic),69.55
9576-SYUHJ,37,Electronic check,91.15
9577-WJVCQ,68,Mailed check,54.45
9578-FOMUK,15,Electronic check,24.8
9578-VRMNM,16,Credit card (automatic),65.2
9581-GVBXT,59,Mailed check,34.8
9584-EXCDZ,17,Bank transfer (automatic),70.5
9585-KKMFD,41,Mailed check,20
9586-JGQKH,64,Bank transfer (automatic),105.4
9588-OZDMQ,2,Electronic check,45
9588-YRFHY,49,Credit card (automatic),19.9
9589-ABEPT,69,Mailed check,92.45
9591-YVTEB,55,Electronic check,44.85
9592-ERDKV,37,Mailed check,79.25
9593-CVZKR,56,Mailed check,24.45
9600-NAXZN,43,Electronic check,101.4
9600-UDOPK,30,Credit card (automatic),94.05
9601-BRXPO,25,Bank transfer (automatic),104.95
9602-WCXPI,50,Credit card (automatic),20.15
9603-OAIHC,1,Electronic check,70.05
9605-WGJVW,1,Electronic check,70.2
9606-PBKBQ,32,Electronic check,85
9609-BENEA,35,Electronic check,69
9610-WCESF,67,Electronic check,43.9
9611-CTWIH,3,Electronic check,89.45
9614-RMGHA,65,Bank transfer (automatic),91.85
9617-INGJY,1,Mailed check,70.6
9617-UDPEU,22,Mailed check,19.25
9618-LFJRU,4,Credit card (automatic),20.45
9619-GSATL,43,Electronic check,55.45
9620-ENEJV,6,Credit card (automatic),70.55
9620-QJREV,47,Credit card (automatic),20.55
9621-OUPYD,25,Bank transfer (automatic),20.2
9624-EGDEQ,37,Mailed check,19.8
9625-QNLUX,68,Credit card (automatic),103.25
9625-QSTYE,13,Electronic check,81.15
9625-RZFUK,63,Mailed check,19.7
9626-VFRGG,41,Bank transfer (automatic),88.5
9626-WEQRM,4,Mailed check,29.15
9629-NHXFW,1,Mailed check,19.4
9631-RXVJM,35,Mailed check,19.25
9631-XEYKE,3,Bank transfer (automatic),50.4
9633-DENPU,47,Bank transfer (automatic),58.6
9633-XQABV,3,Electronic check,70.25
9637-CDTKZ,72,Credit card (automatic),114.1
9637-EIHEQ,1,Electronic check,50.8
9638-JIQYA,2,Credit card (automatic),24.9
9639-BUJXT,63,Mailed check,20.5
9640-ZSLDC,53,Credit card (automatic),60.6
9643-AVVWI,3,Electronic check,80
9643-YBLUR,9,Credit card (automatic),69.05
9644-KVCNC,66,Bank transfer (automatic),92.15
9644-UMGQA,6,Electronic check,49.15
9646-NMHXE,47,Mailed check,19.65
9647-ERGBE,30,Electronic check,100.05
9648-BCHKM,18,Credit card (automatic),24.65
9650-VBUOG,38,Credit card (automatic),25.05
9651-GTSAQ,53,Bank transfer (automatic),106.1
9658-WYUFB,17,Electronic check,94.4
9659-QEQSY,45,Electronic check,115.65
9659-ZTWSM,66,Bank transfer (automatic),107.35
9661-ACXBS,42,Electronic check,105.2
9661-JALZV,58,Credit card (automatic),24.7
9661-MHUMO,1,Credit card (automatic),49.25
9667-EQRXU,30,Electronic check,40.3
9667-TKTVZ,2,Mailed check,54.35
9668-PUGNU,71,Electronic check,24.5
9670-BPNXF,45,Credit card (automatic),62.55
9674-EHPPG,46,Credit card (automatic),40.4
9675-ICXCT,72,Electronic check,80.8
9677-AVKED,53,Electronic check,84.6
9680-NIAUV,72,Credit card (automatic),109.7
9681-KYGYB,49,Electronic check,88.2
9681-OXGVC,5,Electronic check,100.5
9685-WKZGT,14,Electronic check,74.95
9688-YGXVR,44,Credit card (automatic),88.15
9689-PTNPG,2,Electronic check,80.25
9691-HKOVS,55,Electronic check,90.15
9692-TUSXH,18,Electronic check,96.05
9693-XMUOB,59,Electronic check,50.25
9695-IDRZR,34,Credit card (automatic),116.15
9696-RMYBA,5,Mailed check,80.1
9699-UBQFS,43,Electronic check,94.5
9700-ISPUP,10,Electronic check,65.5
9700-ZCLOT,2,Mailed check,20
9701-CDXHR,51,Mailed check,69.15
9702-AIUJO,50,Bank transfer (automatic),44.8
9705-IOVQQ,61,Electronic check,99
9705-ZJBCG,13,Bank transfer (automatic),54.15
9708-HPXWZ,5,Credit card (automatic),45.4
9708-KFDBY,1,Credit card (automatic),20.55
9710-NJERN,39,Mailed check,20.15
9710-ZUSHQ,37,Bank transfer (automatic),106.75
9711-FJTBX,56,Mailed check,85.85
9714-EDSUC,4,Mailed check,94.9
9715-SBVSU,14,Bank transfer (automatic),61.4
9715-WZCLW,71,Electronic check,97.2
9717-IOAAF,27,Credit card (automatic),25.85
9717-QEBGU,2,Electronic check,70.3
9720-JJJOR,41,Bank transfer (automatic),60.3
9722-UJOJR,29,Electronic check,70.75
9725-SCPZG,1,Electronic check,90.85
9728-FTTVZ,1,Electronic check,69.2
9730-DRTMJ,32,Credit card (automatic),72.8
9732-EQMWY,49,Electronic check,99.4
9732-KPKBW,1,Electronic check,53.95
9732-OUYRN,49,Credit card (automatic),19
9734-UYXQI,2,Electronic check,49.4
9734-YWGEX,9,Credit card (automatic),98.3
9738-QLWTP,39,Electronic check,81.9
9739-JLPQJ,72,Credit card (automatic),117.5
9741-YLNTD,6,Bank transfer (automatic),87.95
9742-XOKTS,67,Electronic check,89.55
9743-DQKQW,3,Electronic check,25.1
9746-MDMBK,47,Bank transfer (automatic),113.45
9746-UGFAC,22,Bank transfer (automatic),20.85
9746-YKGXB,52,Bank transfer (automatic),44.25
9747-DDZOS,1,Bank transfer (automatic),73.5
9750-BOOHV,32,Mailed check,30.15
9752-ZNQUT,1,Electronic check,48.6
9753-OYLBX,1,Mailed check,20.5
9754-CLVZW,26,Credit card (automatic),38.85
9755-JHNMN,49,Bank transfer (automatic),67.4
9758-MFWGD,48,Bank transfer (automatic),29.9
9761-XUJWD,5,Bank transfer (automatic),65.6
9762-YAQAA,39,Credit card (automatic),81.4
9763-GRSKD,13,Mailed check,49.95
9763-PDTKK,4,Bank transfer (automatic),94.4
9764-REAFF,59,Bank transfer (automatic),18.4
9766-HGEDE,17,Mailed check,19.35
9767-FFLEM,38,Credit card (automatic),69.5
9769-TSBZE,70,Electronic check,66
9770-KXGQU,53,Mailed check,98.6
9770-LXDBK,3,Mailed check,20.4
9773-PEQBZ,10,Electronic check,79.85
9774-NRNAU,27,Bank transfer (automatic),84.8
9776-CLUJA,51,Electronic check,77.5
9776-OJUZI,65,Bank transfer (automatic),95.45
9777-IQHWP,64,Bank transfer (automatic),93.4
9777-WJJPR,31,Credit card (automatic),88.65
9778-OGKQZ,72,Credit card (automatic),92
9779-DPNEJ,22,Electronic check,80.15
9780-FKVVF,6,Bank transfer (automatic),59.15
9782-LGXMC,49,Bank transfer (automatic),61.75
9786-IJYDL,35,Mailed check,113.2
9786-YWNHU,63,Mailed check,63.55
9787-XVQIU,1,Electronic check,75.3
9788-HNGUT,72,Credit card (automatic),116.95
9788-YTFGE,7,Mailed check,19.95
9793-WECQC,23,Mailed check,95.3
9795-NREXC,64,Credit card (automatic),85
9795-SHUHB,66,Credit card (automatic),58.2
9795-VOWON,7,Credit card (automatic),24.35
9796-BPKIW,8,Credit card (automatic),69.95
9796-MVYXX,14,Mailed check,39.7
9798-DRYDS,17,Mailed check,61.95
9798-OPFEM,46,Electronic check,21.1
9799-CAYJJ,2,Electronic check,69.3
9800-ONTFE,22,Bank transfer (automatic),75.8
9800-OUIGR,66,Credit card (automatic),20
9801-GDWGV,39,Electronic check,103.45
9801-NOSHQ,23,Mailed check,19.8
9802-CAQUT,72,Credit card (automatic),109.55
9803-FTJCG,71,Credit card (automatic),66.85
9804-ICWBG,1,Electronic check,69.9
9805-FILKB,46,Bank transfer (automatic),20.2
9809-IMGCQ,22,Electronic check,96.7
9812-GHVRI,40,Bank transfer (automatic),83.85
9814-AOUDH,53,Credit card (automatic),19.5
9817-APLHW,12,Electronic check,25
9818-XQCUV,2,Mailed check,20.35
9819-FBNSV,37,Bank transfer (automatic),72.25
9820-RMCQV,11,Credit card (automatic),48.55
9821-BESNZ,66,Electronic check,104.25
9821-POOTN,35,Electronic check,75.2
9822-BIIGN,53,Electronic check,71.85
9822-OAOVB,1,Electronic check,55.45
9822-WMWVG,41,Electronic check,106.5
9823-EALYC,72,Bank transfer (automatic),80.85
9824-BEMCV,17,Electronic check,69
9824-QCJPK,36,Mailed check,20
9825-YCXWZ,41,Bank transfer (automatic),101.1
9828-AOQLM,1,Electronic check,45.7
9828-QHFBK,24,Electronic check,51.15
9830-ECLEN,58,Mailed check,50
9831-BPFRI,39,Electronic check,89.55
9833-TGFHX,42,Electronic check,97.1
9835-ZIITK,66,Electronic check,110.85
9837-BMCLM,3,Electronic check,78.5
9837-FWLCH,12,Electronic check,19.2
9838-BFCQT,72,Mailed check,26.1
9839-ETQOE,43,Electronic check,40.45
9840-DVNDC,6,Credit card (automatic),80.5
9840-EFJQB,1,Electronic check,74.35
9842-EFSYY,4,Mailed check,57.2
9844-FELAJ,70,Electronic check,107.9
9845-PEEKO,59,Credit card (automatic),79.2
9845-QOMAD,14,Mailed check,19.75
9846-GKXAS,9,Bank transfer (automatic),90.8
9847-HNVGP,17,Mailed check,19.95
9848-JQJTX,72,Bank transfer (automatic),100.9
9850-OWRHQ,3,Credit card (automatic),74.1
9851-KIELU,10,Electronic check,110.1
9851-QXEEQ,41,Electronic check,104.7
9853-JFZDU,35,Electronic check,56.85
9860-LISIZ,34,Mailed check,20.35
9861-PDSZP,72,Credit card (automatic),108.05
9862-KJTYK,19,Credit card (automatic),25.35
9863-JZAIC,35,Mailed check,55
9866-OCCKE,72,Mailed check,109.75
9866-QEVEE,19,Bank transfer (automatic),86
9867-JCZSP,17,Mailed check,20.75
9867-NNXLC,22,Mailed check,20.05
9867-XOBQA,21,Mailed check,53.15
9871-ELEYA,34,Credit card (automatic),67.65
9873-MNDKV,11,Mailed check,44.65
9874-QLCLH,17,Electronic check,104.2
9878-TNQGW,2,Electronic check,80.95
9880-TDQAC,72,Electronic check,60
9881-VCZEP,25,Electronic check,54.1
9885-AIBVB,29,Electronic check,85.8
9885-CSMWE,1,Electronic check,78.45
9885-MFVSU,35,Credit card (automatic),46.35
9888-ZCUMM,64,Bank transfer (automatic),60.05
9889-TMAHG,8,Credit card (automatic),100.3
9891-NQDBD,28,Mailed check,25.55
9894-EZEWG,1,Credit card (automatic),74.3
9894-QMIMJ,23,Bank transfer (automatic),55.8
9895-VFOXH,1,Mailed check,24.4
9896-UYMIE,66,Bank transfer (automatic),114.3
9897-KXHCM,3,Electronic check,80.3
9898-KZQDZ,40,Credit card (automatic),94.55
9903-LYSAB,18,Electronic check,73.15
9904-EHEVJ,32,Mailed check,91.35
